,text,Tweet_tokenized,sentiment
1605,yes  right church,"['yes', 'right', 'church']",neutral
1606,tri find someon go mall with ,"['tri', 'find', 'someon', 'go', 'mall', 'with']",neutral
1607,dhellohannah plea follow need follow haha,"['dhellohannah', 'plea', 'follow', 'need', 'follow', 'haha']",neutral
1608,hm   still workin contract hmm   i m feelin awful  ,"['hm', 'still', 'workin', 'contract', 'hmm', 'i', 'm', 'feelin', 'awful']",neutral
1609,I total forgot phone home morn,"['I', 'total', 'forgot', 'phone', 'home', 'morn']",neutral
1610,proud  year old love the carpenters   ,"['proud', 'year', 'old', 'love', 'the', 'carpenters']",neutral
1611,feel sick stomach idkk whyy,"['feel', 'sick', 'stomach', 'idkk', 'whyy']",neutral
1612,off work I go,"['off', 'work', 'I', 'go']",neutral
1613,cute twit potuguese ,"['cute', 'twit', 'potuguese']",neutral
1614,hey bud  shot email,"['hey', 'bud', 'shot', 'email']",neutral
1615,good  yeah fine thanks  dread histori tomorrow  mood hyperact  year old lmao,"['good', 'yeah', 'fine', 'thanks', 'dread', 'histori', 'tomorrow', 'mood', 'hyperact', 'year', 'old', 'lmao']",neutral
1616,ew  sorri zach,"['ew', 'sorri', 'zach']",negative
1617,I know  Im kid,"['I', 'know', 'Im', 'kid']",neutral
1618,   aww      wonder hate u later      lol  ,"['aww', 'wonder', 'hate', 'u', 'later', 'lol']",neutral
1619,round ,['round'],neutral
1620,hate bff groundedd boooooooooo,"['hate', 'bff', 'groundedd', 'boooooooooo']",neutral
1621,the star trek imax wasn t d  huge screen  still worth watching ,"['the', 'star', 'trek', 'imax', 'wasn', 't', 'd', 'huge', 'screen', 'still', 'worth', 'watching']",negative
1622,ti sharonp   ,"['ti', 'sharonp']",neutral
1623,get readi see cousin graduate  gonna miss em ,"['get', 'readi', 'see', 'cousin', 'graduate', 'gonna', 'miss', 'em']",neutral
1624,     shouldnt left ,"['shouldnt', 'left']",neutral
1625,miss fun  armi eclips   sarmi  sarmi  sarmi,"['miss', 'fun', 'armi', 'eclips', 'sarmi', 'sarmi', 'sarmi']",neutral
1626, law renc   why   head feel like surfac sun underneath beaver pelt ,"['law', 'renc', 'why', 'head', 'feel', 'like', 'surfac', 'sun', 'underneath', 'beaver', 'pelt']",positive
1627,love  drag Me To hell   up    yeah spend day studi plan didn t happen,"['love', 'drag', 'Me', 'To', 'hell', 'up', 'yeah', 'spend', 'day', 'studi', 'plan', 'didn', 't', 'happen']",neutral
1628,   forgot much I like song,"['forgot', 'much', 'I', 'like', 'song']",neutral
1629,aww   ,['aww'],negative
1630,have cup tea,"['have', 'cup', 'tea']",neutral
1631,i ll wait youtub link,"['i', 'll', 'wait', 'youtub', 'link']",neutral
1632,finish watch episod   rubi metaprogram screencasts  lot cool tips  great  but need code practic master ,"['finish', 'watch', 'episod', 'rubi', 'metaprogram', 'screencasts', 'lot', 'cool', 'tips', 'great', 'but', 'need', 'code', 'practic', 'master']",negative
1633,go twitter english  foreign follow,"['go', 'twitter', 'english', 'foreign', 'follow']",neutral
1634, citi tell brandon I said hi  ,"['citi', 'tell', 'brandon', 'I', 'said', 'hi']",neutral
1635,I love site hoot  realli enjoy hair cut thailand  alway tri time ir right  thank tip,"['I', 'love', 'site', 'hoot', 'realli', 'enjoy', 'hair', 'cut', 'thailand', 'alway', 'tri', 'time', 'ir', 'right', 'thank', 'tip']",neutral
1636,not made work couldn t get feelin blurgh,"['not', 'made', 'work', 'couldn', 't', 'get', 'feelin', 'blurgh']",positive
1637,I it  heheheh u want torrent ,"['I', 'it', 'heheheh', 'u', 'want', 'torrent']",neutral
1638,On way back home crazi night coast,"['On', 'way', 'back', 'home', 'crazi', 'night', 'coast']",neutral
1639,My throat hurt I can t sleep ,"['My', 'throat', 'hurt', 'I', 'can', 't', 'sleep']",neutral
1640,wow  hugh jackman total bulk wolverine  So movie   but helloooo nurse  he  dreeaami yup  crush spirit mend ,"['wow', 'hugh', 'jackman', 'total', 'bulk', 'wolverine', 'So', 'movie', 'but', 'helloooo', 'nurse', 'he', 'dreeaami', 'yup', 'crush', 'spirit', 'mend']",neutral
1641, amr i m haha,"['amr', 'i', 'm', 'haha']",neutral
1642,im depress pretti day everyon either someth can t   bleh    ,"['im', 'depress', 'pretti', 'day', 'everyon', 'either', 'someth', 'can', 't', 'bleh']",neutral
1643,the rain outsid motiv sleep ,"['the', 'rain', 'outsid', 'motiv', 'sleep']",neutral
1644,ok spent like        soundtracks  galaxi class starship eve online  sigh,"['ok', 'spent', 'like', 'soundtracks', 'galaxi', 'class', 'starship', 'eve', 'online', 'sigh']",neutral
1645,hey buck     love u loads   love  what the buck   ,"['hey', 'buck', 'love', 'u', 'loads', 'love', 'what', 'the', 'buck']",neutral
1646,wow  bed SO comfi   nap much short  get work   want ,"['wow', 'bed', 'SO', 'comfi', 'nap', 'much', 'short', 'get', 'work', 'want']",positive
1647,  exams  haha remembrd china buffet king yesterday  vair amus     ,"['exams', 'haha', 'remembrd', 'china', 'buffet', 'king', 'yesterday', 'vair', 'amus']",neutral
1648,hmmm dollhous sound pretti good   think ima download tri watch,"['hmmm', 'dollhous', 'sound', 'pretti', 'good', 'think', 'ima', 'download', 'tri', 'watch']",neutral
1649,live usa would gotto  go  park aunti live nyc bronx grrr,"['live', 'usa', 'would', 'gotto', 'go', 'park', 'aunti', 'live', 'nyc', 'bronx', 'grrr']",negative
1650,     nig  me  won t get this    not without check   lmfao,"['nig', 'me', 'won', 't', 'get', 'this', 'not', 'without', 'check', 'lmfao']",positive
1651,sftw   pot tea,"['sftw', 'pot', 'tea']",neutral
1652,thank invit though,"['thank', 'invit', 'though']",neutral
1653,you look absolut beauti and elegant ,"['you', 'look', 'absolut', 'beauti', 'and', 'elegant']",negative
1654, brown thank much natalie  hope u well,"['brown', 'thank', 'much', 'natalie', 'hope', 'u', 'well']",neutral
1655,plea send youtub links  erin watch I cook didn t get see cowboy,"['plea', 'send', 'youtub', 'links', 'erin', 'watch', 'I', 'cook', 'didn', 't', 'get', 'see', 'cowboy']",neutral
1656,that didn t work  unfortunately ,"['that', 'didn', 't', 'work', 'unfortunately']",neutral
1657,earli morn walki realli aren t thing    least it  vagu warm,"['earli', 'morn', 'walki', 'realli', 'aren', 't', 'thing', 'least', 'it', 'vagu', 'warm']",neutral
1658,get right  I think I ob hydes  voic     i v chosen guitar song learn summer  time perfect picking ,"['get', 'right', 'I', 'think', 'I', 'ob', 'hydes', 'voic', 'i', 'v', 'chosen', 'guitar', 'song', 'learn', 'summer', 'time', 'perfect', 'picking']",neutral
1659,good price bulk sm premium sm ,"['good', 'price', 'bulk', 'sm', 'premium', 'sm']",neutral
1660,head london meet let u know you r still sure time we r meeting     ,"['head', 'london', 'meet', 'let', 'u', 'know', 'you', 'r', 'still', 'sure', 'time', 'we', 'r', 'meeting']",neutral
1661,actually  post show know happen overflow   ,"['actually', 'post', 'show', 'know', 'happen', 'overflow']",neutral
1662,what  wors fever sore throat  cancel trip see littl bro fever sore throat ,"['what', 'wors', 'fever', 'sore', 'throat', 'cancel', 'trip', 'see', 'littl', 'bro', 'fever', 'sore', 'throat']",neutral
1663,the case gigolo  picolo ,"['the', 'case', 'gigolo', 'picolo']",neutral
1664,  yeah im okayi lot happen    anyon special moment       ,"['yeah', 'im', 'okayi', 'lot', 'happen', 'anyon', 'special', 'moment']",negative
1665,reconnect amadeu friend,"['reconnect', 'amadeu', 'friend']",neutral
1666,yea  head home chang head pelham  sad thought    supos head nkotb concert   ,"['yea', 'head', 'home', 'chang', 'head', 'pelham', 'sad', 'thought', 'supos', 'head', 'nkotb', 'concert']",neutral
1667,black good    tight  I say tight  good ,"['black', 'good', 'tight', 'I', 'say', 'tight', 'good']",neutral
1668,Aw say pic doesn t exist anymor,"['Aw', 'say', 'pic', 'doesn', 't', 'exist', 'anymor']",neutral
1669,today  did t lunch  cuz wel embarrass self  school  ok  final test final year aaaaa  thanx god  that friends ,"['today', 'did', 't', 'lunch', 'cuz', 'wel', 'embarrass', 'self', 'school', 'ok', 'final', 'test', 'final', 'year', 'aaaaa', 'thanx', 'god', 'that', 'friends']",neutral
1670,eat chocol readi break,"['eat', 'chocol', 'readi', 'break']",neutral
1671,newsread fill blog yay  keep pm ing blog sites  I love read them ,"['newsread', 'fill', 'blog', 'yay', 'keep', 'pm', 'ing', 'blog', 'sites', 'I', 'love', 'read', 'them']",neutral
1672,test ymtumbkr iphon ,"['test', 'ymtumbkr', 'iphon']",neutral
1673,home alon one left gummi bear,"['home', 'alon', 'one', 'left', 'gummi', 'bear']",neutral
1674,back melly  party    fun    i m sleepi now   ,"['back', 'melly', 'party', 'fun', 'i', 'm', 'sleepi', 'now']",neutral
1675,haha   yay    i m cured    ,"['haha', 'yay', 'i', 'm', 'cured']",positive
1676,I guess she  type songwrit dream great ones ,"['I', 'guess', 'she', 'type', 'songwrit', 'dream', 'great', 'ones']",neutral
1677,I know    it  alreadi two weeks ,"['I', 'know', 'it', 'alreadi', 'two', 'weeks']",negative
1678,sick  sick  sick  thi sucks  can t even breath properli,"['sick', 'sick', 'sick', 'thi', 'sucks', 'can', 't', 'even', 'breath', 'properli']",neutral
1679,ad name twitter account learn use amaz thing ,"['ad', 'name', 'twitter', 'account', 'learn', 'use', 'amaz', 'thing']",positive
1680,ooh that earli start ive got bed plan time  ha  loveyoujonesi     ,"['ooh', 'that', 'earli', 'start', 'ive', 'got', 'bed', 'plan', 'time', 'ha', 'loveyoujonesi']",positive
1681,it  allright pastor  jiayou book  ,"['it', 'allright', 'pastor', 'jiayou', 'book']",neutral
1682,booo best friend leavin weekend  what ever I without her  ,"['booo', 'best', 'friend', 'leavin', 'weekend', 'what', 'ever', 'I', 'without', 'her']",neutral
1683,OH MY god  OH MY god  OH MY god  new supernatur start tonight  new sam dean  Oh My god  can t breathe     ,"['OH', 'MY', 'god', 'OH', 'MY', 'god', 'OH', 'MY', 'god', 'new', 'supernatur', 'start', 'tonight', 'new', 'sam', 'dean', 'Oh', 'My', 'god', 'can', 't', 'breathe']",positive
1684,never around sl quiz I want water park ticket waaaa,"['never', 'around', 'sl', 'quiz', 'I', 'want', 'water', 'park', 'ticket', 'waaaa']",neutral
1685,hey  wife die  I realli confused  I hadn t myspac littl while  I read twit ,"['hey', 'wife', 'die', 'I', 'realli', 'confused', 'I', 'hadn', 't', 'myspac', 'littl', 'while', 'I', 'read', 'twit']",negative
1686,kind excit go school today  dont know why  hope good day,"['kind', 'excit', 'go', 'school', 'today', 'dont', 'know', 'why', 'hope', 'good', 'day']",neutral
1687,do rainbow unicorn film then   hour,"['do', 'rainbow', 'unicorn', 'film', 'then', 'hour']",positive
1688,keep read contract cataracts    someon bring panera,"['keep', 'read', 'contract', 'cataracts', 'someon', 'bring', 'panera']",neutral
1689,guess internet house   rais hand  and it  dial up ,"['guess', 'internet', 'house', 'rais', 'hand', 'and', 'it', 'dial', 'up']",neutral
1690,My friend   ha cancel tomorrow  now noth do   thi make sad    xxxxxx,"['My', 'friend', 'ha', 'cancel', 'tomorrow', 'now', 'noth', 'do', 'thi', 'make', 'sad', 'xxxxxx']",neutral
1691,ugh but I nd tg bad  ,"['ugh', 'but', 'I', 'nd', 'tg', 'bad']",neutral
1692,are y all come today    We could go graveyard   hoorayy     ,"['are', 'y', 'all', 'come', 'today', 'We', 'could', 'go', 'graveyard', 'hoorayy']",neutral
1693,hair won t turn whiiit,"['hair', 'won', 't', 'turn', 'whiiit']",neutral
1694,unfortun i m drunk enough lol money get drunk I alot though u imagin haha,"['unfortun', 'i', 'm', 'drunk', 'enough', 'lol', 'money', 'get', 'drunk', 'I', 'alot', 'though', 'u', 'imagin', 'haha']",negative
1695,yeah prbli pickin song singstar  haven t check last store updates  and dunno cranberri song ,"['yeah', 'prbli', 'pickin', 'song', 'singstar', 'haven', 't', 'check', 'last', 'store', 'updates', 'and', 'dunno', 'cranberri', 'song']",neutral
1696,tonight bad night,"['tonight', 'bad', 'night']",neutral
1697,bristol  ish  I love brunch sundays  ruth chri good I got sick once ,"['bristol', 'ish', 'I', 'love', 'brunch', 'sundays', 'ruth', 'chri', 'good', 'I', 'got', 'sick', 'once']",neutral
1698,mom  world congratul,"['mom', 'world', 'congratul']",neutral
1699,better hurry  wouldn t label copycat,"['better', 'hurry', 'wouldn', 't', 'label', 'copycat']",neutral
1700,sooooo hungri right now  should v eaten wedding ,"['sooooo', 'hungri', 'right', 'now', 'should', 'v', 'eaten', 'wedding']",neutral
1701,welcom twitter friend,"['welcom', 'twitter', 'friend']",neutral
1702,happi mother  dayyy denisee  ,"['happi', 'mother', 'dayyy', 'denisee']",negative
1703,ben   jerry  fail  got email free ice cream  say click redeem coupon  when I click  I get error messag,"['ben', 'jerry', 'fail', 'got', 'email', 'free', 'ice', 'cream', 'say', 'click', 'redeem', 'coupon', 'when', 'I', 'click', 'I', 'get', 'error', 'messag']",neutral
1704,anyon el seen this  DM notif email say  repli web   cool accents  it  weird onlin,"['anyon', 'el', 'seen', 'this', 'DM', 'notif', 'email', 'say', 'repli', 'web', 'cool', 'accents', 'it', 'weird', 'onlin']",positive
1705,yayayyayayay toy stori  come out  june    though,"['yayayyayayay', 'toy', 'stori', 'come', 'out', 'june', 'though']",neutral
1706,i m strain hear it  hard way here ,"['i', 'm', 'strain', 'hear', 'it', 'hard', 'way', 'here']",neutral
1707,awwwh u stuck traffic booo ,"['awwwh', 'u', 'stuck', 'traffic', 'booo']",neutral
1708,fear not  you deserv alot  care animals     i ll get food  don t worry ,"['fear', 'not', 'you', 'deserv', 'alot', 'care', 'animals', 'i', 'll', 'get', 'food', 'don', 't', 'worry']",negative
1709,live empir hotel   fre bottl service  rock connect,"['live', 'empir', 'hotel', 'fre', 'bottl', 'service', 'rock', 'connect']",neutral
1710,googl wave presentation   i m impressed  it  nice  it  realli,"['googl', 'wave', 'presentation', 'i', 'm', 'impressed', 'it', 'nice', 'it', 'realli']",neutral
1711,bud  kudo hardcor gym training  it  great lifechang experience  keep up   ,"['bud', 'kudo', 'hardcor', 'gym', 'training', 'it', 'great', 'lifechang', 'experience', 'keep', 'up']",neutral
1712,  brief interruption  brb  goodnight don t catch u later  gotta ck someth,"['brief', 'interruption', 'brb', 'goodnight', 'don', 't', 'catch', 'u', 'later', 'gotta', 'ck', 'someth']",neutral
1713,I still miss him    and dont think he  come back,"['I', 'still', 'miss', 'him', 'and', 'dont', 'think', 'he', 'come', 'back']",neutral
1714,dude  new star trek burger king commercial  bud light and burger king  So proud u man ,"['dude', 'new', 'star', 'trek', 'burger', 'king', 'commercial', 'bud', 'light', 'and', 'burger', 'king', 'So', 'proud', 'u', 'man']",neutral
1715,mad AS hell  someon stole MY pink   black leapord print pump I want TO wear today but TO god BE the glory  he ll bless ME abundantli,"['mad', 'AS', 'hell', 'someon', 'stole', 'MY', 'pink', 'black', 'leapord', 'print', 'pump', 'I', 'want', 'TO', 'wear', 'today', 'but', 'TO', 'god', 'BE', 'the', 'glory', 'he', 'll', 'bless', 'ME', 'abundantli']",neutral
1716,didnt includ taylor  follow friday ,"['didnt', 'includ', 'taylor', 'follow', 'friday']",neutral
1717,I got new silverstein cd  aha  it amazing  I highli recomend it ,"['I', 'got', 'new', 'silverstein', 'cd', 'aha', 'it', 'amazing', 'I', 'highli', 'recomend', 'it']",positive
1718,chri came exactli one hour mope around left end fall asleep ,"['chri', 'came', 'exactli', 'one', 'hour', 'mope', 'around', 'left', 'end', 'fall', 'asleep']",negative
1719,i m bum today,"['i', 'm', 'bum', 'today']",neutral
1720,went cd store search cd  but,"['went', 'cd', 'store', 'search', 'cd', 'but']",neutral
1721,A big welcom twitterlandz grrl  realli wish I could made betti show  glad hear success,"['A', 'big', 'welcom', 'twitterlandz', 'grrl', 'realli', 'wish', 'I', 'could', 'made', 'betti', 'show', 'glad', 'hear', 'success']",positive
1722,             listen      lamb god,"['listen', 'lamb', 'god']",neutral
1723,spill chocol milk car,"['spill', 'chocol', 'milk', 'car']",neutral
1724,hubby  promis job promot didn t move  sign new lea n withdrew promotion   ,"['hubby', 'promis', 'job', 'promot', 'didn', 't', 'move', 'sign', 'new', 'lea', 'n', 'withdrew', 'promotion']",positive
1725,plu I deposit tax return chequ first time   year didn t clear immedi,"['plu', 'I', 'deposit', 'tax', 'return', 'chequ', 'first', 'time', 'year', 'didn', 't', 'clear', 'immedi']",negative
1726,love get gift mail wonder friend back home   how I miss myrtl beach much    A littl homesick today,"['love', 'get', 'gift', 'mail', 'wonder', 'friend', 'back', 'home', 'how', 'I', 'miss', 'myrtl', 'beach', 'much', 'A', 'littl', 'homesick', 'today']",neutral
1727,tomorrow go sooo awkward   embarassing  light   sound last night awesom,"['tomorrow', 'go', 'sooo', 'awkward', 'embarassing', 'light', 'sound', 'last', 'night', 'awesom']",neutral
1728,still feel weird ex engagement  My mom made thing worse  I don t even want her  it  still odd,"['still', 'feel', 'weird', 'ex', 'engagement', 'My', 'mom', 'made', 'thing', 'worse', 'I', 'don', 't', 'even', 'want', 'her', 'it', 'still', 'odd']",positive
1729,band hawaii sublim sound  sublim hater move along    yyn,"['band', 'hawaii', 'sublim', 'sound', 'sublim', 'hater', 'move', 'along', 'yyn']",neutral
1730,hockey fukin       good      hole  xD,"['hockey', 'fukin', 'good', 'hole', 'xD']",neutral
1731,shop smart  shop S mart ,"['shop', 'smart', 'shop', 'S', 'mart']",neutral
1732,yes  that  I meant    I don t anyth turn hirigana  though ,"['yes', 'that', 'I', 'meant', 'I', 'don', 't', 'anyth', 'turn', 'hirigana', 'though']",neutral
1733,that incred sweet     what good hubby   ,"['that', 'incred', 'sweet', 'what', 'good', 'hubby']",neutral
1734,caught tweet got home time last  min itv show    bgt out tonight miss,"['caught', 'tweet', 'got', 'home', 'time', 'last', 'min', 'itv', 'show', 'bgt', 'out', 'tonight', 'miss']",positive
1735,lunch peopl aikido,"['lunch', 'peopl', 'aikido']",neutral
1736,too bad I can t come  enjoy urself tho ,"['too', 'bad', 'I', 'can', 't', 'come', 'enjoy', 'urself', 'tho']",neutral
1737,watch ET today    suppos clip new moon hate drag Me To hell,"['watch', 'ET', 'today', 'suppos', 'clip', 'new', 'moon', 'hate', 'drag', 'Me', 'To', 'hell']",negative
1738,Oh god  I liter drove rain hard couldn t see front me  i m shake,"['Oh', 'god', 'I', 'liter', 'drove', 'rain', 'hard', 'couldn', 't', 'see', 'front', 'me', 'i', 'm', 'shake']",positive
1739,mi sausag,"['mi', 'sausag']",neutral
1740,got sniffle  got kid hubbi left work sydney weekend  boo hoo,"['got', 'sniffle', 'got', 'kid', 'hubbi', 'left', 'work', 'sydney', 'weekend', 'boo', 'hoo']",neutral
1741,hous probabl resembl kind heaven no  mayb ciaran  angel move you  henc inabl locate ,"['hous', 'probabl', 'resembl', 'kind', 'heaven', 'no', 'mayb', 'ciaran', 'angel', 'move', 'you', 'henc', 'inabl', 'locate']",neutral
1742,good hear    sever peep work tonight   ,"['good', 'hear', 'sever', 'peep', 'work', 'tonight']",neutral
1743,I hope too  how you ,"['I', 'hope', 'too', 'how', 'you']",neutral
1744,actually  I think i ll upset I lost data cake mania   I pretti far game,"['actually', 'I', 'think', 'i', 'll', 'upset', 'I', 'lost', 'data', 'cake', 'mania', 'I', 'pretti', 'far', 'game']",negative
1745,boo    up dlp sold  ,"['boo', 'up', 'dlp', 'sold']",neutral
1746,just saw star trek  It amazing  seriously  good  the entir cast excellent  spock kirk especially  I want see again ,"['just', 'saw', 'star', 'trek', 'It', 'amazing', 'seriously', 'good', 'the', 'entir', 'cast', 'excellent', 'spock', 'kirk', 'especially', 'I', 'want', 'see', 'again']",positive
1747,aww miss usa ,"['aww', 'miss', 'usa']",negative
1748,it serious quiet lone without bunni,"['it', 'serious', 'quiet', 'lone', 'without', 'bunni']",neutral
1749,rotc brought climb wall work cowork tri climb wanted  I forgot climb shoe home today ,"['rotc', 'brought', 'climb', 'wall', 'work', 'cowork', 'tri', 'climb', 'wanted', 'I', 'forgot', 'climb', 'shoe', 'home', 'today']",neutral
1750,ok  break over  back books  have fun lovelies     zda,"['ok', 'break', 'over', 'back', 'books', 'have', 'fun', 'lovelies', 'zda']",neutral
1751,down glass ginger ale relish earli even bed  becaus I said so  lifetime ,"['down', 'glass', 'ginger', 'ale', 'relish', 'earli', 'even', 'bed', 'becaus', 'I', 'said', 'so', 'lifetime']",neutral
1752,watch firework bay bridge ,"['watch', 'firework', 'bay', 'bridge']",neutral
1753, x yepp  Do like dylan cole better ,"['x', 'yepp', 'Do', 'like', 'dylan', 'cole', 'better']",neutral
1754,still freakin miss game     jonasnewsong,"['still', 'freakin', 'miss', 'game', 'jonasnewsong']",neutral
1755,yeah  still total high  here  soooo notlook forward aug sept,"['yeah', 'still', 'total', 'high', 'here', 'soooo', 'notlook', 'forward', 'aug', 'sept']",neutral
1756,dang I left rolando  dinner leftov home  I knew I put shop fridg last night left downtown ,"['dang', 'I', 'left', 'rolando', 'dinner', 'leftov', 'home', 'I', 'knew', 'I', 'put', 'shop', 'fridg', 'last', 'night', 'left', 'downtown']",neutral
1757,worri,['worri'],neutral
1758,So sad i m go miss see pennywis year,"['So', 'sad', 'i', 'm', 'go', 'miss', 'see', 'pennywis', 'year']",neutral
1759,haha  thank shannon    boat got first ,"['haha', 'thank', 'shannon', 'boat', 'got', 'first']",neutral
1760,you r watch this   i love you   I almost died  but now   sh mean nothing ,"['you', 'r', 'watch', 'this', 'i', 'love', 'you', 'I', 'almost', 'died', 'but', 'now', 'sh', 'mean', 'nothing']",positive
1761,woke hour earli studi test,"['woke', 'hour', 'earli', 'studi', 'test']",neutral
1762,they open  a m  and I hope shortli that  No guarante though ,"['they', 'open', 'a', 'm', 'and', 'I', 'hope', 'shortli', 'that', 'No', 'guarante', 'though']",neutral
1763,Is work     boo  the pin up play uncommon ground wednesday night  p m     W  devon ave   chicago ,"['Is', 'work', 'boo', 'the', 'pin', 'up', 'play', 'uncommon', 'ground', 'wednesday', 'night', 'p', 'm', 'W', 'devon', 'ave', 'chicago']",neutral
1764,got shower,"['got', 'shower']",neutral
1765,he  back  meet  min,"['he', 'back', 'meet', 'min']",neutral
1766,even ie would better,"['even', 'ie', 'would', 'better']",negative
1767,It is  pinkwind thing vanessa  dad  and My sister made SN th grade,"['It', 'is', 'pinkwind', 'thing', 'vanessa', 'dad', 'and', 'My', 'sister', 'made', 'SN', 'th', 'grade']",positive
1768,I cant chang profil pictur facebook,"['I', 'cant', 'chang', 'profil', 'pictur', 'facebook']",negative
1769,lookd soo freak out  poor wee thing,"['lookd', 'soo', 'freak', 'out', 'poor', 'wee', 'thing']",neutral
1770,omgood final back dinner fam bam ,"['omgood', 'final', 'back', 'dinner', 'fam', 'bam']",negative
1771,tri dl sim  realiz pc don t meet standard requir need new pc lol   ,"['tri', 'dl', 'sim', 'realiz', 'pc', 'don', 't', 'meet', 'standard', 'requir', 'need', 'new', 'pc', 'lol']",neutral
1772,happi clean  squeaki clean,"['happi', 'clean', 'squeaki', 'clean']",neutral
1773,don t chase Me   shea fisher download,"['don', 't', 'chase', 'Me', 'shea', 'fisher', 'download']",neutral
1774,hmm   whilst  walk citi I receiv inviataion suv limo via prom fellows    don t dates  Oh boys ,"['hmm', 'whilst', 'walk', 'citi', 'I', 'receiv', 'inviataion', 'suv', 'limo', 'via', 'prom', 'fellows', 'don', 't', 'dates', 'Oh', 'boys']",neutral
1775,sickkk  it  two day sinc summer start suck already ,"['sickkk', 'it', 'two', 'day', 'sinc', 'summer', 'start', 'suck', 'already']",negative
1776,At    retro prom wish HE danc with  i m gonna miss great danc nite still blast   drink,"['At', 'retro', 'prom', 'wish', 'HE', 'danc', 'with', 'i', 'm', 'gonna', 'miss', 'great', 'danc', 'nite', 'still', 'blast', 'drink']",neutral
1777,chose iphon ,"['chose', 'iphon']",neutral
1778,got fight ryan  he like cri im dead inside  sigggh,"['got', 'fight', 'ryan', 'he', 'like', 'cri', 'im', 'dead', 'inside', 'sigggh']",positive
1779,adam morgannnn jumbo slice,"['adam', 'morgannnn', 'jumbo', 'slice']",neutral
1780, bloody poet what  matter ,"['bloody', 'poet', 'what', 'matter']",neutral
1781,name label pictur too   hadnt ad took this   picture  ,"['name', 'label', 'pictur', 'too', 'hadnt', 'ad', 'took', 'this', 'picture']",positive
1782,still need see movi   I vampir,"['still', 'need', 'see', 'movi', 'I', 'vampir']",neutral
1783,have happi friday weekend everyon    tgif noth,"['have', 'happi', 'friday', 'weekend', 'everyon', 'tgif', 'noth']",neutral
1784,yeah  i v seen before  funni  hey honey  jill sent      box ,"['yeah', 'i', 'v', 'seen', 'before', 'funni', 'hey', 'honey', 'jill', 'sent', 'box']",neutral
1785,  JT snl tonight ,"['JT', 'snl', 'tonight']",neutral
1786,studio ghibli year  ponyo   alway seem perfect we ll wait till august,"['studio', 'ghibli', 'year', 'ponyo', 'alway', 'seem', 'perfect', 'we', 'll', 'wait', 'till', 'august']",neutral
1787,go sleep  tomorrow exam review,"['go', 'sleep', 'tomorrow', 'exam', 'review']",neutral
1788,brian  cat  still hasn t shown up   i feel sad sick  i m afraid he  eaten something  It doesn t look good,"['brian', 'cat', 'still', 'hasn', 't', 'shown', 'up', 'i', 'feel', 'sad', 'sick', 'i', 'm', 'afraid', 'he', 'eaten', 'something', 'It', 'doesn', 't', 'look', 'good']",neutral
1789,miss nate usual tonight,"['miss', 'nate', 'usual', 'tonight']",neutral
1790,anyon got ffe account  so   add,"['anyon', 'got', 'ffe', 'account', 'so', 'add']",neutral
1791,i ll one  groovi guys  time  shorti short  photofollow,"['i', 'll', 'one', 'groovi', 'guys', 'time', 'shorti', 'short', 'photofollow']",positive
1792,birthday tomorrow  do jack      weekend,"['birthday', 'tomorrow', 'do', 'jack', 'weekend']",neutral
1793,how come I can never sleep past   not good,"['how', 'come', 'I', 'can', 'never', 'sleep', 'past', 'not', 'good']",neutral
1794,just snuck window   now im lay roof look stars  it nice night tonight ,"['just', 'snuck', 'window', 'now', 'im', 'lay', 'roof', 'look', 'stars', 'it', 'nice', 'night', 'tonight']",neutral
1795,I download ton stunning  beauti wallpap www interfacelift com   go look ,"['I', 'download', 'ton', 'stunning', 'beauti', 'wallpap', 'www', 'interfacelift', 'com', 'go', 'look']",neutral
1796,one goe jimmi fallon justin timberlake   doin  gibb bro show snl    zvd,"['one', 'goe', 'jimmi', 'fallon', 'justin', 'timberlake', 'doin', 'gibb', 'bro', 'show', 'snl', 'zvd']",negative
1797,realli really    bore bad  won t know news that ok  brb x,"['realli', 'really', 'bore', 'bad', 'won', 't', 'know', 'news', 'that', 'ok', 'brb', 'x']",neutral
1798,cannot relax practic graduat,"['cannot', 'relax', 'practic', 'graduat']",negative
1799, patchouli oil   incens surg popular    s  mostli among devote free love   hippi lifestyles  ,"['patchouli', 'oil', 'incens', 'surg', 'popular', 's', 'mostli', 'among', 'devote', 'free', 'love', 'hippi', 'lifestyles']",neutral
1800,hi godd day eweryon im reel good mood day,"['hi', 'godd', 'day', 'eweryon', 'im', 'reel', 'good', 'mood', 'day']",neutral
1801,whoo  bgt   I realli must multi task art work time though  back colleg monday  ,"['whoo', 'bgt', 'I', 'realli', 'must', 'multi', 'task', 'art', 'work', 'time', 'though', 'back', 'colleg', 'monday']",positive
1802,  accord mick jagger  hindu raga sf sort music,"['accord', 'mick', 'jagger', 'hindu', 'raga', 'sf', 'sort', 'music']",neutral
1803,It take big man type sad tweet like that ,"['It', 'take', 'big', 'man', 'type', 'sad', 'tweet', 'like', 'that']",neutral
1804,better throw,"['better', 'throw']",neutral
1805,I go i m stuck I seem misplac remot it  extra bad tonight well   ,"['I', 'go', 'i', 'm', 'stuck', 'I', 'seem', 'misplac', 'remot', 'it', 'extra', 'bad', 'tonight', 'well']",neutral
